Category,File Name,Title,Creator,Description,Keywords,Artwork_Type,SpacesSet
SET 09,6415558519.jpg,fish hat on the bishop with the hand of sabazius,branko_,"branko;<a href=http://www.a2b1.com rel=nofollow>www.a2b1.com</a>;youtube channel: <a href=http://www.youtube.com/a2b1 rel=nofollow>www.youtube.com/a2b1</a>;; Lituus was the Soothsayer's tool and power emblem. They were used in ancient Babylon, Egypt, and in the city of the diviners, Vaticanus.;A diviner would offer a sacrifice and place the Lituus pointing to an specific space of the heavens, birds flying within that space would &quot;tell&quot; the diviner, the future.;As the superpagan Roman religion became Roman Catholicism, the same diviners became the new priests of the new religion.;The priests of the Roman Catholic Religion, kept all the iconography from paganism. The fish head from the priest's of Dagon, from ancient Babylon. The clothes of the priests of Babylon, are the clothes used by the present priests during Mass in Roman Catholic Churches.;The water carried by the eunuch priests from Babylon, became the Holy Water of Catholicism.;Roman Catholic priests are called &quot;father&quot;, and the priests of the temples of Mithra (Sun God), were called &quot;Pater&quot;;And the cross of Tammuz, son and husband of Semiramis-Ishtar, the same cross that was in all the priestly vestments and temples in ancient Babylon, became the cross of Roman Catholicism.;For your information, Jesus was placed on a &quot;single upright pole&quot; (stauros);As you walk into a Roman Catholic Church nowadays, you'll dip your hand in supposedly &quot;holy water&quot; and you'll make the sign of Tammuz's cross on your forehead. Yes from that moment on, you're consecrated to Tammuz.;Then you'll participate on the re-enactment of the death of Jesus.;As such situation evolves, the priest will give the participants of the mass, pieces of bread. The same pieces of bread which were consecrated to Ishtar in ancient Babylon.;Once you put it together, you'll realize that you just participated in a Babylonian rite of adoration to the sun god and to the queen of heaven. The iconography is exactly the same, the names of Jesus and Virgin Mary have been changed, just to fool you a little.","branko_: manhattan,branko_: new,branko_: york,branko_: city,branko_: the,branko_: cloisters,branko_: metropolitan,branko_: museum,branko_: art,branko_: leica,branko_: m9,branko_: branko,branko_: medieval,branko_: bishop,branko_: hand,branko_: sabazius,branko_: metropolitanmuseum,Space",-,Cloisters
SET 09,6439430435.jpg,The Cloisters,StacyGKinNJ,"Tryon Park, NY, NY","StacyGKinNJ: cloisters,Space",-,Cloisters
SET 09,6608424593.jpg,12/30/2011,SchnappyStar,cloisters,"NA,Space",-,Cloisters
SET 09,6662471613.jpg,Cloisters candles,dnskct,Medieval winter time at the Cloisters - NYC - Jan 8 2012,"dnskct: candelabra,dnskct: candles,dnskct: fruit,dnskct: medieval,dnskct: winter,dnskct: cloisters,dnskct: metropolitanmuseum,dnskct: nyc,dnskct: newyork,dnskct: utata:project=quiet,opossumed: savedbythedeltemeuncensoredgrou,Space",-,Cloisters
SET 09,6766493049.jpg,Tour at The Cloisters,ralph and jenny,"Tour Group in the Early Gothic Hall, The Metropolitan Museum of Art, The Cloisters, Fort Tryon Park","ralph and jenny: af35mmf2d,ralph and jenny: earlygothichall,ralph and jenny: forttryonpark,ralph and jenny: museum,ralph and jenny: newyork,ralph and jenny: newyorkcity,ralph and jenny: nikond7000,ralph and jenny: nyc,ralph and jenny: thecloisters,ralph and jenny: themetropolitanmuseumofart,ralph and jenny: tour,ralph and jenny: vacation,ralph and jenny: visitors,ralph and jenny: metropolitanmuseum,Space",-,Cloisters
SET 09,6766501607.jpg,The Hunters Enter the Woods,ralph and jenny,"The Hunters Enter the Woods (from the Unicorn Tapestries), 14951505, South Netherlandish, Wool warp with wool, silk, silver, and gilt wefts;;The Metropolitan Museum of Art, The Cloisters, Fort Tryon Park","ralph and jenny: af35mmf2d,ralph and jenny: art,ralph and jenny: fineart,ralph and jenny: forttryonpark,ralph and jenny: museum,ralph and jenny: newyork,ralph and jenny: newyorkcity,ralph and jenny: nikond7000,ralph and jenny: nyc,ralph and jenny: tapestries,ralph and jenny: tapestry,ralph and jenny: thecloisters,ralph and jenny: thehuntoftheunicorn,ralph and jenny: themetropolitanmuseumofart,ralph and jenny: tour,ralph and jenny: unicorntapestries,ralph and jenny: vacation,ralph and jenny: visitors,ralph and jenny: wool,ralph and jenny: metropolitanmuseum,Space",-,Cloisters
SET 10,6205322617.jpg,Cloisters and annual mediaeval festival_100211_0059,cjn212,NA,"cjn212: metropolitanmuseum,cjn212: 100211,cjn212: cloisters,cjn212: mediaevalfestival,cjn212: 2011,Space",-,Cloisters
SET 10,6205328593.jpg,Cloisters and annual mediaeval festival_100211_0073,cjn212,NA,"cjn212: metropolitanmuseum,cjn212: 100211,cjn212: cloisters,cjn212: mediaevalfestival,cjn212: 2011,Space",-,Cloisters
SET 10,6205335249.jpg,Cloisters and annual mediaeval festival_100211_0082,cjn212,NA,"cjn212: metropolitanmuseum,cjn212: 100211,cjn212: cloisters,cjn212: mediaevalfestival,cjn212: 2011,Space",-,Cloisters
SET 10,6205341383.jpg,Cloisters and annual mediaeval festival_100211_0087,cjn212,NA,"cjn212: metropolitanmuseum,cjn212: 100211,cjn212: cloisters,cjn212: mediaevalfestival,cjn212: 2011,Space",-,Cloisters
SET 10,6205362297.jpg,Cloisters and annual mediaeval festival_100211_0117,cjn212,NA,"cjn212: metropolitanmuseum,cjn212: 100211,cjn212: cloisters,cjn212: mediaevalfestival,cjn212: 2011,Space",-,Cloisters
SET 10,6205376917.jpg,Cloisters and annual mediaeval festival_100211_0149,cjn212,NA,"cjn212: metropolitanmuseum,cjn212: 100211,cjn212: cloisters,cjn212: mediaevalfestival,cjn212: 2011,Space",-,Cloisters
SET 10,6205382519.jpg,Cloisters and annual mediaeval festival_100211_0169,cjn212,NA,"cjn212: metropolitanmuseum,cjn212: 100211,cjn212: cloisters,cjn212: mediaevalfestival,cjn212: 2011,Space",-,Cloisters
SET 10,6205392719.jpg,Cloisters and annual mediaeval festival_100211_0209,cjn212,"We were wondering if that were for dye, or, um, inspiration? ;)","cjn212: metropolitanmuseum,cjn212: 100211,cjn212: cloisters,cjn212: mediaevalfestival,cjn212: 2011,Space",-,Cloisters
SET 10,6205801470.jpg,Cloisters and annual mediaeval festival_100211_0047,cjn212,I'm thinking I need to visit the Cloisters more often.,"cjn212: metropolitanmuseum,cjn212: 100211,cjn212: cloisters,cjn212: mediaevalfestival,cjn212: 2011,Space",-,Cloisters
SET 10,6205883904.jpg,Cloisters and annual mediaeval festival_100211_0127,cjn212,NA,"cjn212: metropolitanmuseum,cjn212: 100211,cjn212: cloisters,cjn212: mediaevalfestival,cjn212: 2011,Space",-,Cloisters
SET 10,6205888586.jpg,Cloisters and annual mediaeval festival_100211_0133,cjn212,NA,"cjn212: metropolitanmuseum,cjn212: 100211,cjn212: cloisters,cjn212: mediaevalfestival,cjn212: 2011,Space",-,Cloisters
SET 10,6205916678.jpg,Cloisters and annual mediaeval festival_100211_0229,cjn212,NA,"cjn212: metropolitanmuseum,cjn212: 100211,cjn212: cloisters,cjn212: mediaevalfestival,cjn212: 2011,Space",-,Cloisters
SET 13,6223341117.jpg,Cloisters Museum,Muhammad I.A.R. Dulymamode,"Another shot of the magnificent Cloisters Museum, found in North Manhattan, NYC. The architecture of the place is more reminescent of Europe, which makes it a surprising find in this insane concrete jungle. This was taken on a late winter afternoon, hence the color of the sky and clouds. The museum is well worth a visit - for a pay-what-you-want fee as well!;Taken in Manhattan, NY.","Muhammad I.A.R. Dulymamode: 2010,Muhammad I.A.R. Dulymamode: manhattan,Muhammad I.A.R. Dulymamode: newyorkcity,Muhammad I.A.R. Dulymamode: newyork,Muhammad I.A.R. Dulymamode: nyc,Muhammad I.A.R. Dulymamode: harlem,Muhammad I.A.R. Dulymamode: cloisters,Muhammad I.A.R. Dulymamode: cloistersmuseum,Muhammad I.A.R. Dulymamode: sky,Muhammad I.A.R. Dulymamode: clouds,Muhammad I.A.R. Dulymamode: castle,Muhammad I.A.R. Dulymamode: chateau,Muhammad I.A.R. Dulymamode: christianity,Muhammad I.A.R. Dulymamode: museum,Muhammad I.A.R. Dulymamode: museums,Muhammad I.A.R. Dulymamode: windows,Muhammad I.A.R. Dulymamode: tower,Muhammad I.A.R. Dulymamode: afternoon,Muhammad I.A.R. Dulymamode: usa,Muhammad I.A.R. Dulymamode: ny,Muhammad I.A.R. Dulymamode: us,Muhammad I.A.R. Dulymamode: america,Muhammad I.A.R. Dulymamode: bronx,Muhammad I.A.R. Dulymamode: park,maca59: wow1,janetfo747 New-Nice As It Gets: niceshot,janetfo747 New-Nice As It Gets: musictomyeyeslevel1,Space",-,Cloisters
SET 14,2153016184.jpg,"St. Margaret in the Cloisters, Sept. 2007",ElissaSCA,"Saint Margaret;Pine with metal appliques and traces of gesso and polychromy;Workshop of Michael Pacher;Austria, South Tirol, Bruneck, now Italy (Trentino-Alto Adige), ca. 1470-1480;From the parish church of Saint Margaret im Dorf, Neustift, near Brixen;;Accession # 63.13.2;;According to her legend, Saint Margaret was imprisoned for refusing to marry the governor of Antioch. Satan appeared to her in the form of a dragon, swallowing her as she clutched a cross in prayer; she then ripped open his belly with the cross and emerged unscathed. A cross may have been held in one of her now-missing hands; the vanquished dragon lays at her feet. This massive figure probably came from the central shrine of a large polychromed altarpiece.;;Text from the Cloisters label.","ElissaSCA: cloisters,ElissaSCA: metropolitanmuseum,ElissaSCA: medieval,ElissaSCA: art,ElissaSCA: museum,ElissaSCA: met,ElissaSCA: mma,ElissaSCA: uptown,ElissaSCA: manhattan,ElissaSCA: newyork,ElissaSCA: newyorkcity,ElissaSCA: ny,ElissaSCA: nyc,ElissaSCA: 2007,ElissaSCA: sculpture,ElissaSCA: statue,ElissaSCA: christian,ElissaSCA: fujifinepixs6000fd,ElissaSCA: saint,ElissaSCA: gothic,ElissaSCA: middleages,Space",-,Cloisters
SET 14,2413027967.jpg,"Romanesque Marble Capital with Masks and Birds in the Metropolitan Museum of Art, January 2008",ElissaSCA,"Marble Capital with Masks and Birds;Carved 1140-1150, in the vicinity of Toulouse, southern France;;Accession # 28.81;;With its decorative motifs of masks and birds linked with vines, this double capital is typical of that found in cloisters in the vicinity of Toulouse.;;Text from the Metropolitan Museum of Art label.;","ElissaSCA: metropolitanmuseum,ElissaSCA: museum,ElissaSCA: art,ElissaSCA: met,ElissaSCA: mma,ElissaSCA: manhattan,ElissaSCA: newyork,ElissaSCA: newyorkcity,ElissaSCA: ny,ElissaSCA: nyc,ElissaSCA: 2008,ElissaSCA: medieval,ElissaSCA: column,ElissaSCA: capital,ElissaSCA: relief,ElissaSCA: sculpture,ElissaSCA: romanesque,ElissaSCA: marble,ElissaSCA: fujifinepixs6000fd,ElissaSCA: middleages,Space",-,Cloisters
SET 14,6114419659.jpg,Thou will be judged.,jphillipobrien2006,NA,"jphillipobrien2006: the,jphillipobrien2006: cloisters,jphillipobrien2006: fort,jphillipobrien2006: tryon,jphillipobrien2006: forttryon,jphillipobrien2006: thecloisters,jphillipobrien2006: dyckman,jphillipobrien2006: stmichael,jphillipobrien2006: thedevil,jphillipobrien2006: judgementday,jphillipobrien2006: egypt,jphillipobrien2006: osiris,Space",-,Cloisters
SET 15,3389969207.jpg,weary and worn are our sad souls now,phoebe reid,~W.B. Yeats,"phoebe reid: themetropolitanmuseumofart,phoebe reid: thecloisters,phoebe reid: themet,phoebe reid: medieval,phoebe reid: newyork,oriana.italy: thegoldenphoenix,Space",-,Cloisters
SET 15,5450793499.jpg,corpus2,rmcmorley,Corpus of Jesus from the treasury in The Cloisters,"rmcmorley: thecloisters,rmcmorley: nyc,Space",-,Cloisters
SET 15,5958305373.jpg,Corpus of Christ at the Cloisters,rmcmorley,This Corpus of the Body of Christ is part of the Cloisters collection in NYC. Photo and editing by Rick Morley,"rmcmorley: cloisters,rmcmorley: corpus,rmcmorley: jesus,rmcmorley: nyc,Space",-,Cloisters
SET 15,5958305611.jpg,Stairway at the Cloisters,rmcmorley,-,"NA,Space",-,Cloisters
SET 15,5958865016.jpg,chapelcloisters,rmcmorley,"The Lagnon Chapel at The Cloisters, NYC. Photo and editing by Rick Morley.","rmcmorley: cloisters,rmcmorley: nyc,rmcmorley: light,Space",-,Cloisters
SET 15,5989546914.jpg,-,-,-,Space,-,Cloisters
SET 15,5991129971.jpg,knight,rmcmorley,"A Knight from the The Cloisters, NYC.","NA,Space",-,Cloisters
SET 15,5991330786.jpg,lions at The Cloisters,rmcmorley,A view from the Romanesque Hall at The Cloisters in New York City.,"rmcmorley: thecloisters,rmcmorley: nyc,rmcmorley: newyorkcity,rmcmorley: romanesque,Space",-,Cloisters
SET 15,6023340974.jpg,The Cloisters,Mattron,"Parts of no fewer than five medieval French abbeys were shipped here in the 1930's by the Rockefeller family to house the medieval collection of the Metropolitan Museum of Art.;;There are also a number of gardens here, featuring medieval herbs and decorative plants- always appropriate to the season- ;;Perched high upon an outcropping of Manhattan schist (which punctures the ground's surface up here, at the northern end of the island), and with sweeping views of the Hudson River and the Palisades of New Jersey, the Cloisters is truly one of New York's finest treasures.;;I have been coming since I was 16, and it never ceases to amaze.;;Fort Tryon Park, Inwood, Manhattan;August 2, 2011;","Mattron: newyork,Mattron: newyorkcity,Mattron: nyc,Mattron: manhattan,Mattron: uppermanhattan,Mattron: inwood,Mattron: washingtonheights,Mattron: cloisters,Mattron: monastery,Mattron: musuem,Mattron: metropolitanmuseumofart,Mattron: forttryonpark,Space",-,Cloisters
SET 15,6052823849.jpg,Afternoon at the Cloisters,Arlene M. Roberts,Arlene sitting on a wall on the grounds of the Cloisters in northern Manhattan with a glimpse of the GW Bridge in the background.,"Arlene M. Roberts: cloisters,Arlene M. Roberts: arlenemroberts,Space",-,Cloisters
SET 15,6053374238.jpg,Afternoon at the Cloisters,Arlene M. Roberts,My sister and my niece on the grounds of the Cloisters in northern Manhattan.,"Arlene M. Roberts: cloisters,Space",-,Cloisters
SET 16,2152809652.jpg,"Camel Wall Painting in the Cloisters, Sept. 2007",ElissaSCA,"Wall Painting of a Camel, mid-12th century;From the hermitage of San Baudelio de Berlanga;Fresco transferred to canvas; 65 x 134 in. (165.1 x 340.3 cm);The Cloisters Collection, 1961 (61.219);;The hermitage of San Baudelio de Berlanga was constructed in the beginning of the eleventh century at the heart of the frontier between Islamic and Christian lands. Its interior was transformed 150 years later with the addition of two cycles of vibrant wall paintings. The upper walls of the church were decorated with a series of scenes from the life of Christ, while the lower sections include boldly painted hunt scenes and images of animals, all of which derive from earlier Islamic objects.;;Associated with aristocratic power and pursuits, the camel was a subject often seen on the courtly fine arts of the Umayyad caliphate and Taifa monarchies. Islamic court art was known and admired by inhabitants of the Christian kingdoms for its costly materials and unparalleled craft. Though the Christians under Alfonso VII had definitively wrested Berlanga from Islamic forces in 1124, the paintings in the hermitage suggest that they continued to rely on Islamic motifs and the style of the Islamic court when seeking to create a luxurious setting.;;Text from: <a href=http://www.metmuseum.org/toah/ho/07/eusi/ho_61.219.htm>www.metmuseum.org/toah/ho/07/eusi/ho_61.219.htm</a>","ElissaSCA: cloisters,ElissaSCA: metropolitanmuseum,ElissaSCA: medieval,ElissaSCA: art,ElissaSCA: museum,ElissaSCA: met,ElissaSCA: mma,ElissaSCA: uptown,ElissaSCA: manhattan,ElissaSCA: newyork,ElissaSCA: newyorkcity,ElissaSCA: ny,ElissaSCA: nyc,ElissaSCA: 2007,ElissaSCA: painting,ElissaSCA: camel,ElissaSCA: fujifinepixs6000fd,ElissaSCA: spanish,ElissaSCA: fresco,ElissaSCA: middleages,ElissaSCA: animal,Space",-,Cloisters
SET 16,2152953134.jpg,"Terracotta Enthroned Virgin in the Cloisters, Sept. 2007",ElissaSCA,"Enthroned Virgin;Italy, Tuscany, second third of the 14th century;Terracotta;;Accession # 1998.214;;The sketchiness of the modeling in several passages, such as the Virgin's right hand, the omission of the Christ Child, and the disruption of some of the surfaces suggest that this figure was not conceived as a finished work of art but may have served as a workshop model, perhaps for a goldsmith. At once voluminous and delicate, the sculpture is related to works by the Sienese Goro di Gregorio and the Pisan Andrea Pisano. ;;Text from the Cloisters label.","ElissaSCA: cloisters,ElissaSCA: metropolitanmuseum,ElissaSCA: medieval,ElissaSCA: art,ElissaSCA: museum,ElissaSCA: met,ElissaSCA: mma,ElissaSCA: uptown,ElissaSCA: manhattan,ElissaSCA: newyork,ElissaSCA: newyorkcity,ElissaSCA: ny,ElissaSCA: nyc,ElissaSCA: 2007,ElissaSCA: terracotta,ElissaSCA: clay,ElissaSCA: statue,ElissaSCA: sculpture,ElissaSCA: virgin,ElissaSCA: christian,ElissaSCA: fujifinepixs6000fd,ElissaSCA: italian,ElissaSCA: gothic,ElissaSCA: middleages,ElissaSCA: italiamedievale,Space",-,Cloisters
SET 16,2153016170.jpg,"Marble Virgin and Child in the Cloisters, Sept. 2007",ElissaSCA,"Virgin and Child;Marble with gilding;France, Champagne, about 1350;From the parish church of Cernay-les-Reims;;Accession # 28.76;;The crown identifies the Virgin as the Queen of Heaven. Her scepter, depicted as a rose branch, may allude to the homily of the Virgin as the rose without thorns (or without sin). The dove held by the Christ Child is a reference to his Passion. This work, with its elegant proportions and horizontal, looping drapery folds, is related to a silver Virgin and Child (Musee du Louvre, Paris), given to the abbey of Saint-Denis in 1339 by Jeanne d'Evreux, the widowed queen of Charles IV. Jeanne's tiny book of hours is one of the masterpieces of The Cloisters Collection.;;Text from the Cloisters label.","ElissaSCA: cloisters,ElissaSCA: metropolitanmuseum,ElissaSCA: medieval,ElissaSCA: art,ElissaSCA: museum,ElissaSCA: met,ElissaSCA: mma,ElissaSCA: uptown,ElissaSCA: manhattan,ElissaSCA: newyork,ElissaSCA: newyorkcity,ElissaSCA: ny,ElissaSCA: nyc,ElissaSCA: 2007,ElissaSCA: sculpture,ElissaSCA: statue,ElissaSCA: marble,ElissaSCA: virgin,ElissaSCA: child,ElissaSCA: christian,ElissaSCA: fujifinepixs6000fd,ElissaSCA: french,ElissaSCA: gothic,ElissaSCA: middleages,Space",-,Cloisters
