Category,File Name,Accession #,Title,Creator,Description,Keywords
SET 18,4406555971.jpg,27.94.39,"Clay Lamp with the Three Hebrews Before Nebuchadnezzar in the Metropolitan Museum of Art, January 2010",ElissaSCA,"Inexpensive clay lamps, made from molds, provided light for most people. Religious images used as decoration were thought to offer protection for their owners.;;;Clay Lamp with the Three Hebrews Before Nebuchadnezzar;Byzantine;Made 400-600 in Tunisia, North Africa;;Accession # 27.94.39;;The scene represents the beginning of the story of the three Hebrews (on the right) who refused the order of King Nebuchadnezzar (seated on the left) to sacrifice to a pagan idol (in the middle). (Daniel 3: 13-18). The image is found on Jewish and Christian lamps.;;Text from the Metropolitan Museum of Art label.","ElissaSCA: metropolitanmuseum,ElissaSCA: museum,ElissaSCA: art,ElissaSCA: met,ElissaSCA: mma,ElissaSCA: manhattan,ElissaSCA: newyork,ElissaSCA: newyorkcity,ElissaSCA: ny,ElissaSCA: nyc,ElissaSCA: 2010,ElissaSCA: medieval,ElissaSCA: lamp,ElissaSCA: fujifinepixs6000fd,ElissaSCA: byzantine,ElissaSCA: clay,ElissaSCA: lateantique,ElissaSCA: christian,ElissaSCA: jewish,ElissaSCA: pottery,3D,Artwork,AccessionInDesc,Description"
SET 18,4406555975.jpg,28.99.15,"Green-Glazed Clay Lamp in the Metropolitan Museum of Art, January 2010",ElissaSCA,"Green-Glazed Clay Lamp;Crusader, found in the rubble of Chamber K in the Crusader Castle Montfort / Starkenberg (near modern Akko, Israel);Made 1220-72;;Accession # 28.99.15;;The solid green glaze on this lamp, which was probably made locally, was found on many of the numerous pottery fragments at Castle Montfort / Starkenberg.;;Text from the Metropolitan Museum of Art label.","ElissaSCA: metropolitanmuseum,ElissaSCA: museum,ElissaSCA: art,ElissaSCA: met,ElissaSCA: mma,ElissaSCA: manhattan,ElissaSCA: newyork,ElissaSCA: newyorkcity,ElissaSCA: ny,ElissaSCA: nyc,ElissaSCA: 2010,ElissaSCA: medieval,ElissaSCA: lamp,ElissaSCA: fujifinepixs6000fd,ElissaSCA: green,ElissaSCA: clay,ElissaSCA: pottery,ElissaSCA: crusades,3D,Artwork,AccessionInDesc,Description"
SET 18,4406575949.jpg,63.15,"Censer Frame with Inhabited Vine Scroll in the Metropolitan Museum of Art, January 2010",ElissaSCA,"Censer Frame with Inhabited Vine Scroll;Copper alloy;Byzantine;Made 400-500;;Accession # 63.150;;The cavorting putti in the vine scroll represent the good life and may be associated with the retinue of Dionysos, the classical god of wine. Fragrant incense would have been burned on hot coals in the lost liner.;;Text from the Metropolitan Museum of Art label.","ElissaSCA: metropolitanmuseum,ElissaSCA: museum,ElissaSCA: art,ElissaSCA: met,ElissaSCA: mma,ElissaSCA: manhattan,ElissaSCA: newyork,ElissaSCA: newyorkcity,ElissaSCA: ny,ElissaSCA: nyc,ElissaSCA: 2010,ElissaSCA: medieval,ElissaSCA: censer,ElissaSCA: fujifinepixs6000fd,ElissaSCA: byzantine,ElissaSCA: copper,ElissaSCA: lateantique,ElissaSCA: green,ElissaSCA: sculpture,3D,Artwork,AccessionInDesc,Description"
SET 18,4407463880.jpg,"49.69.2a,b","Marble Reliquary in the Shape of a Sarcophagus in the Metropolitan Museum of Art, January 2010",ElissaSCA,"Marble Reliquary in the Shape of a Sarcophagus;Byzantine;Carved 400-600;;Accession # 49.69.2a,b;;Holes in the lid of sarcophagus-shaped reliquaries, as seen here, allowed the faithful to insert cloth attached to narrow rods into the reliquary in order to absorb the power of the relic through contact. Alternatively, oil was poured through the hole and collected by means of a second hole in the base in containers brought by the faithful.;;Text from the Metropolitan Museum of Art label.","ElissaSCA: metropolitanmuseum,ElissaSCA: museum,ElissaSCA: art,ElissaSCA: met,ElissaSCA: mma,ElissaSCA: manhattan,ElissaSCA: newyork,ElissaSCA: newyorkcity,ElissaSCA: ny,ElissaSCA: nyc,ElissaSCA: 2010,ElissaSCA: fujifinepixs6000fd,ElissaSCA: byzantine,ElissaSCA: christian,ElissaSCA: marble,ElissaSCA: reliquary,ElissaSCA: lateantique,ElissaSCA: medieval,ElissaSCA: sculpture,ElissaSCA: cross,ElissaSCA: sarcophagus,3D,Artwork,AccessionInDesc,Description"
SET 18,4407463888.jpg,17.192.253,"Knife with a Hand Holding an Orb in the Metropolitan Museum of Art, January 2010",ElissaSCA,"Knife with a Hand Holding an Orb;Copper alloy (hilt), gilded silver (blade);Late Roman, found in northern France;Made 200-400;;Accession # 17.192.253;;The handles of common tools were often embellished with sculpted figures. The design of this piece may have symbolic importance or may reflect its use as a fruit knife.;;Text from the Metropolitan Museum of Art label.","ElissaSCA: metropolitanmuseum,ElissaSCA: museum,ElissaSCA: art,ElissaSCA: met,ElissaSCA: mma,ElissaSCA: manhattan,ElissaSCA: newyork,ElissaSCA: newyorkcity,ElissaSCA: ny,ElissaSCA: nyc,ElissaSCA: 2010,ElissaSCA: fujifinepixs6000fd,ElissaSCA: knife,ElissaSCA: sculpture,ElissaSCA: copper,ElissaSCA: silver,ElissaSCA: roman,ElissaSCA: empire,ElissaSCA: lateantique,ElissaSCA: ancient,ElissaSCA: ancientworld,3D,Artwork,AccessionInDesc,Description"
SET 18,4527695490.jpg,47.101.60,"Copper Alloy Falcon in the Metropolitan Museum of Art, February 2010",ElissaSCA,"Copper Alloy Falcon;South Italian;Cast 1200-1220;;Accession # 47.101.60;;This skillfully cast falcon, said to have been found in Italy in 1925, has been associated with the Hohenstaufen emperors, a Germanic dynasty ruling over much of what are now Germany and Italy. As symbols of their authority, they carried staffs surmounted by eagles, but the heavy copper alloy of this example suggests that it decorated a throne or other piece of furniture, such as the top of a tent pole. The falcon, which appears to be a specific type called a gerfalcon, suggests a link to Emperor Frederick II (r. 1215-50), who wrote the standard medieval treatise on the art of falconry, an aristocratic sport that he pursued vividly.;;Text from the Metropolitan Museum of Art label.","ElissaSCA: metropolitanmuseum,ElissaSCA: museum,ElissaSCA: art,ElissaSCA: met,ElissaSCA: mma,ElissaSCA: manhattan,ElissaSCA: newyork,ElissaSCA: newyorkcity,ElissaSCA: ny,ElissaSCA: nyc,ElissaSCA: 2010,ElissaSCA: copper,ElissaSCA: bird,ElissaSCA: sculpture,ElissaSCA: medieval,ElissaSCA: southitalian,ElissaSCA: fujifinepixs6000fd,ElissaSCA: italiamedievale,3D,Artwork,AccessionInDesc,Description"
SET 18,4562765046.jpg,64.101.1406,"Copper Alloy Pitcher in the Metropolitan Museum of Art, February 2010",ElissaSCA,"Copper Alloy Pitcher;South Italian;Made about 1100-1150;;Accession # 64.101.1406;;The griffins and lions decorating this pitcher attest to the popularity of Islamic designs on luxury goods made during the 1100s in southern Italy, where Byzantine, Muslim, and Western styles of art comfortably coexisted under the patronage of Norman kings.;;Text from the Metropolitan Museum of Art label.","ElissaSCA: metropolitanmuseum,ElissaSCA: museum,ElissaSCA: art,ElissaSCA: met,ElissaSCA: mma,ElissaSCA: manhattan,ElissaSCA: newyork,ElissaSCA: newyorkcity,ElissaSCA: ny,ElissaSCA: nyc,ElissaSCA: 2010,ElissaSCA: medieval,ElissaSCA: copper,ElissaSCA: pitcher,ElissaSCA: vase,ElissaSCA: fujifinepixs6000fd,ElissaSCA: southitalian,ElissaSCA: italiamedievale,3D,Artwork,AccessionInDesc,Description"
SET 18,5617685093.jpg,29.100.182,"Mademoiselle Marie Dihau by Degas in the Metropolitan Museum of Art, August 2010",ElissaSCA,"Artist: Edgar Degas (French, Paris 18341917 Paris);;Title: Mademoiselle Marie Dihau (18431935);;Date: 186768;;Medium: Oil on canvas;;Dimensions: 8 3/4 x 10 3/4 in. (22.2 x 27.3 cm);;Classification: Paintings;;Credit Line: H. O. Havemeyer Collection, Bequest of Mrs. H. O. Havemeyer, 1929;;Accession Number: 29.100.182;;;Gallery Label: ;;Marie Dihau (18431935), a successful pianist and singer, lived in Lille at the time this portrait was made but often traveled to Paris to perform and visit her brothers. She later recalled that this picture was painted rapidly before one of her departures for home, which perhaps accounts for the unfinished character of the background. Marie Dihau's brother Desire, a bassoonist for the Paris Opera, is the second figure from the left in &quot;The Ballet from 'Robert le Diable'&quot; (also on view in this gallery).;;Text from: <a href=http://www.metmuseum.org/Works_of_Art/collection_database/european_paintings/mademoiselle_marie_dihau_1843_1935_edgar_degas//objectview.aspx?OID=110000589&amp;collID=11&amp;dd1=11 rel=nofollow>www.metmuseum.org/Works_of_Art/collection_database/europe...</a>","ElissaSCA: metropolitanmuseum,ElissaSCA: museum,ElissaSCA: art,ElissaSCA: met,ElissaSCA: mma,ElissaSCA: manhattan,ElissaSCA: newyork,ElissaSCA: newyorkcity,ElissaSCA: ny,ElissaSCA: nyc,ElissaSCA: 2010,ElissaSCA: 19thcentury,ElissaSCA: french,ElissaSCA: impressionism,ElissaSCA: degas,ElissaSCA: portrait,ElissaSCA: painting,ElissaSCA: fujifinepixs6000fd,Artwork,2D,AccessionInDesc,Description"
SET 18,5617685099.jpg,29.100.182,"Detail of Mademoiselle Marie Dihau by Degas in the Metropolitan Museum of Art, August 2010",ElissaSCA,"Artist: Edgar Degas (French, Paris 18341917 Paris);;Title: Mademoiselle Marie Dihau (18431935);;Date: 186768;;Medium: Oil on canvas;;Dimensions: 8 3/4 x 10 3/4 in. (22.2 x 27.3 cm);;Classification: Paintings;;Credit Line: H. O. Havemeyer Collection, Bequest of Mrs. H. O. Havemeyer, 1929;;Accession Number: 29.100.182;;;Gallery Label: ;;Marie Dihau (18431935), a successful pianist and singer, lived in Lille at the time this portrait was made but often traveled to Paris to perform and visit her brothers. She later recalled that this picture was painted rapidly before one of her departures for home, which perhaps accounts for the unfinished character of the background. Marie Dihau's brother Desire, a bassoonist for the Paris Opera, is the second figure from the left in &quot;The Ballet from 'Robert le Diable'&quot; (also on view in this gallery).;;Text from: <a href=http://www.metmuseum.org/Works_of_Art/collection_database/european_paintings/mademoiselle_marie_dihau_1843_1935_edgar_degas//objectview.aspx?OID=110000589&amp;collID=11&amp;dd1=11 rel=nofollow>www.metmuseum.org/Works_of_Art/collection_database/europe...</a>","ElissaSCA: metropolitanmuseum,ElissaSCA: museum,ElissaSCA: art,ElissaSCA: met,ElissaSCA: mma,ElissaSCA: manhattan,ElissaSCA: newyork,ElissaSCA: newyorkcity,ElissaSCA: ny,ElissaSCA: nyc,ElissaSCA: 2010,ElissaSCA: 19thcentury,ElissaSCA: french,ElissaSCA: impressionism,ElissaSCA: degas,ElissaSCA: portrait,ElissaSCA: painting,ElissaSCA: fujifinepixs6000fd,Artwork,2D,AccessionInDesc,Description"
SET 18,5643506957.jpg,67.246.10,"Nabatean Male Figure in the Metropolitan Museum of Art, November 2010",ElissaSCA,"Title: Male figurine;;Period: Nabataean;;Date: ca. 1st century A.D.;;Geography: Levant, Petra;;Medium: Ceramic;;Dimensions: 1.77 x 2.32 in. (4.5 x 5.89 cm);;Classification: Ceramics-Sculpture;;Credit Line: Gift of the American Expedition to Petra, 1967;;Accession Number: 67.246.10;;Text from: <a href=http://www.metmuseum.org/Works_of_Art/collection_database/ancient_near_eastern_art/male_figurine//objectview.aspx?OID=30004558&amp;collID=3&amp;dd1=3 rel=nofollow>www.metmuseum.org/Works_of_Art/collection_database/ancien...</a>;;and;;Straddling the northern end of the caravan route from South Arabia to the Mediterranean, the Nabataean kingdom emerged as a great merchant-trader realm during the first centuries B.C. and A.D. Previously nomads in northern Arabia, the Nabataeans had already settled in southern Jordan by 312 B.C., when they attracted the interest of Antigonus I Monophthalmos, a former general of Alexander the Great, who unsuccessfully attempted to conquer their territory. By that time, the city of Petra (ancient Raqmu) was the center of the Nabataean kingdom, strategically situated at the crossroads of several caravan routes that linked the lands of China, India, and South Arabia with the Mediterranean world. The fame of the Nabataean kingdom spread as far as Han-dynasty China, where Petra was known as Li-kan. The city of Petra is as famous now as it was in antiquity for its remarkable rock-cut tombs and temples, which combine elements derived from the architecture of Egypt, Mesopotamia, and the Hellenized West.;;;;During the reign of King Aretas III (r. 8662 B.C.), the Nabataean kingdom extended its territory northward and briefly occupied Damascus. The expansion was halted by the arrival of Roman legions under Pompey in 64 B.C. At various times the kingdom included the lands of modern Jordan, Syria, northern Arabia, and the Sinai and Negev deserts. At its height under King Aretas IV (r. 9 B.C.40 A.D.), Petra was a cosmopolitan trading center with a population of at least 25,000. The kingdom remained independent until it was incorporated into the Roman province of Arabia under the emperor Trajan in 106 A.D.;;Text from: <a href=http://www.metmuseum.org/toah/hd/naba/hd_naba.htm rel=nofollow>www.metmuseum.org/toah/hd/naba/hd_naba.htm</a>","ElissaSCA: metropolitanmuseum,ElissaSCA: museum,ElissaSCA: art,ElissaSCA: met,ElissaSCA: mma,ElissaSCA: manhattan,ElissaSCA: newyork,ElissaSCA: newyorkcity,ElissaSCA: ny,ElissaSCA: nyc,ElissaSCA: 2010,ElissaSCA: ancient,ElissaSCA: ancientworld,ElissaSCA: neareast,ElissaSCA: fujifinepixs6000fd,ElissaSCA: clay,ElissaSCA: terracotta,ElissaSCA: figurine,ElissaSCA: statuette,ElissaSCA: sculpture,ElissaSCA: fragment,3D,Artwork,AccessionInDesc,Description"
SET 18,5643506969.jpg,67.246.20,"Nabatean Lamp from Petra in the Metropolitan Museum of Art, November 2010",ElissaSCA,"Title: Lamp;;Period: Nabataean;;Date: ca. 1st century A.D.;;Geography: Levant, Petra;;Medium: Ceramic;;Dimensions: 1.3 in. (3.3 cm);;Classification: Ceramics-Vessel;;Credit Line: Gift of the American Expedition to Petra, 1967;;Accession Number: 67.246.20;;Text from: <a href=http://www.metmuseum.org/Works_of_Art/collection_database/ancient_near_eastern_art/lamp//objectview.aspx?OID=30004568&amp;collID=3&amp;dd1=3 rel=nofollow>www.metmuseum.org/Works_of_Art/collection_database/ancien...</a>;;and;;Straddling the northern end of the caravan route from South Arabia to the Mediterranean, the Nabataean kingdom emerged as a great merchant-trader realm during the first centuries B.C. and A.D. Previously nomads in northern Arabia, the Nabataeans had already settled in southern Jordan by 312 B.C., when they attracted the interest of Antigonus I Monophthalmos, a former general of Alexander the Great, who unsuccessfully attempted to conquer their territory. By that time, the city of Petra (ancient Raqmu) was the center of the Nabataean kingdom, strategically situated at the crossroads of several caravan routes that linked the lands of China, India, and South Arabia with the Mediterranean world. The fame of the Nabataean kingdom spread as far as Han-dynasty China, where Petra was known as Li-kan. The city of Petra is as famous now as it was in antiquity for its remarkable rock-cut tombs and temples, which combine elements derived from the architecture of Egypt, Mesopotamia, and the Hellenized West.;;;;During the reign of King Aretas III (r. 8662 B.C.), the Nabataean kingdom extended its territory northward and briefly occupied Damascus. The expansion was halted by the arrival of Roman legions under Pompey in 64 B.C. At various times the kingdom included the lands of modern Jordan, Syria, northern Arabia, and the Sinai and Negev deserts. At its height under King Aretas IV (r. 9 B.C.40 A.D.), Petra was a cosmopolitan trading center with a population of at least 25,000. The kingdom remained independent until it was incorporated into the Roman province of Arabia under the emperor Trajan in 106 A.D.;;Text from: <a href=http://www.metmuseum.org/toah/hd/naba/hd_naba.htm rel=nofollow>www.metmuseum.org/toah/hd/naba/hd_naba.htm</a>","ElissaSCA: metropolitanmuseum,ElissaSCA: museum,ElissaSCA: art,ElissaSCA: met,ElissaSCA: mma,ElissaSCA: manhattan,ElissaSCA: newyork,ElissaSCA: newyorkcity,ElissaSCA: ny,ElissaSCA: nyc,ElissaSCA: 2010,ElissaSCA: ancient,ElissaSCA: ancientworld,ElissaSCA: neareast,ElissaSCA: fujifinepixs6000fd,ElissaSCA: lamp,ElissaSCA: clay,ElissaSCA: pottery,ElissaSCA: petra,3D,Artwork,AccessionInDesc,Description"
SET 18,5643530687.jpg,54.117.10,"Ivory Striding Bull in the Metropolitan Museum of Art, November 2010",ElissaSCA,"Title: Striding bull;;Period: Neo-Assyrian;;Date: ca. 8th7th century B.C.;;Geography: Mesopotamia, Nimrud (ancient Kalhu);;Medium: Ivory, gold foil;;Dimensions: 2.89 x 1.46 x 0.94 in. (7.34 x 3.71 x 2.39 cm);;Classification: Ivory/Bone-Sculpture;;Credit Line: Rogers Fund, 1954;;Accession Number: 54.117.10;;Text from: <a href=http://www.metmuseum.org/Works_of_Art/collection_database/ancient_near_eastern_art/striding_bull//objectview.aspx?OID=30002992&amp;collID=3&amp;dd1=3 rel=nofollow>www.metmuseum.org/Works_of_Art/collection_database/ancien...</a>","ElissaSCA: metropolitanmuseum,ElissaSCA: museum,ElissaSCA: art,ElissaSCA: met,ElissaSCA: mma,ElissaSCA: manhattan,ElissaSCA: newyork,ElissaSCA: newyorkcity,ElissaSCA: ny,ElissaSCA: nyc,ElissaSCA: 2010,ElissaSCA: ancient,ElissaSCA: ancientworld,ElissaSCA: neareast,ElissaSCA: ivory,ElissaSCA: sculpture,ElissaSCA: bull,ElissaSCA: animal,ElissaSCA: fujifinepixs6000fd,ElissaSCA: assyrian,3D,Artwork,AccessionInDesc,Description"
SET 18,5643540893.jpg,"19.190a, b","Ivory Disk with Dragons in the Metropolitan Museum of Art, November 2010",ElissaSCA,"Title/Object Name: Disk with Dragons;;Culture: China;;Period: Yuan (12711368)Ming (13681644) dynasty;;Date: 14th15th century;;Medium: Ivory;;Dimensions: Diam. 4 9/16 in. (11.6 cm);;Classification: Ivory;;Credit Line: Rogers Fund, 1919;;Accession Number: 19.190a, b;;;Gallery Label: ;;The jihulong (jihu dragon), which first occurs in ceramics of the eleventh and twelfth centuries became a popular motif in other media during the Yuan dynasty.;;Text from: <a href=http://www.metmuseum.org/Works_of_Art/collection_database/asian_art/disk_with_dragons//objectview.aspx?OID=60006639&amp;collID=6&amp;dd1=6 rel=nofollow>www.metmuseum.org/Works_of_Art/collection_database/asian_...</a>","ElissaSCA: metropolitanmuseum,ElissaSCA: museum,ElissaSCA: art,ElissaSCA: met,ElissaSCA: mma,ElissaSCA: manhattan,ElissaSCA: newyork,ElissaSCA: newyorkcity,ElissaSCA: ny,ElissaSCA: nyc,ElissaSCA: 2010,ElissaSCA: asian,ElissaSCA: chinese,ElissaSCA: ivory,ElissaSCA: relief,ElissaSCA: sculpture,ElissaSCA: fujifinepixs6000fd,ElissaSCA: dragon,3D,Artwork,AccessionInDesc,Description"
SET 18,5643885914.jpg,57.183,"Apples and Grapes by Monet in the Metropolitan Museum of Art, November 2008",ElissaSCA,"Artist: Claude Monet (French, Paris 18401926 Giverny);;Title: Apples and Grapes;;Date: ca. 187980;;Medium: Oil on canvas;;Dimensions: 26 5/8 x 35 1/4 in. (67.6 x 89.5 cm);;Classification: Paintings;;Credit Line: Gift of Henry R. Luce, 1957;;Accession Number: 57.183;;;Gallery Label:;;&quot;Apples and Grapes&quot; is one of three similar still lifes painted in 187980, when bad weather forced Monet to work indoors. Marthe Hoschede, the artist's future stepdaughter, observed in a letter from late November 1879, &quot;M. Monet is working hard at his still lifes which are very pretty,&quot; mentioning a &quot;painting of fruits&quot; as a work in progress. All three still lifes in this group depict apples and grapes in the same basket, asymmetrically placed on a bright white tablecloth.;;Text from: <a href=http://www.metmuseum.org/Works_of_Art/collection_database/european_paintings/apples_and_grapes_claude_monet//objectview.aspx?OID=110001578&amp;collID=11&amp;dd1=11 rel=nofollow>www.metmuseum.org/Works_of_Art/collection_database/europe...</a>","ElissaSCA: metropolitanmuseum,ElissaSCA: museum,ElissaSCA: art,ElissaSCA: met,ElissaSCA: mma,ElissaSCA: manhattan,ElissaSCA: newyork,ElissaSCA: newyorkcity,ElissaSCA: ny,ElissaSCA: nyc,ElissaSCA: 2008,ElissaSCA: french,ElissaSCA: impressionism,ElissaSCA: painting,ElissaSCA: monet,ElissaSCA: 19thcentury,ElissaSCA: stilllife,ElissaSCA: fujifinepixs6000fd,Artwork,2D,AccessionInDesc,Description"
